timestamp,latitude,longitude,incident_type,elephant_count,crop_damage_hectares,village_name,district,province,reported_by,description
2022-02-19 00:00:00,6.0796,81.2461,elephant_death,1,0.0,Thanamalwila,Hambantota,Southern,Farmer_3,Elephant Death reported in Thanamalwila
2022-02-19 13:00:00,6.7692,81.1181,human_injury,1,0.0,Wellawaya,Monaragala,Uva,Farmer_94,Human Injury reported in Wellawaya
2022-02-19 05:00:00,6.1668,81.2353,human_injury,3,0.0,Weerawila,Hambantota,Southern,Farmer_37,Human Injury reported in Weerawila
2022-02-19 00:00:00,7.3538,81.4999,crop_raid,7,1.42,Padiyatalawa,Ampara,Eastern,Farmer_49,Crop Raid reported in Padiyatalawa
2022-02-20 17:00:00,7.809,81.0465,property_damage,1,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_2,Property Damage reported in Medirigiriya
2022-02-22 03:00:00,6.2986,81.4077,property_damage,3,0.0,Deberawewa,Hambantota,Southern,Farmer_90,Property Damage reported in Deberawewa
2022-02-22 07:00:00,8.1705,80.6065,crop_raid,6,4.98,Horowpothana,Anuradhapura,North Central,Farmer_91,Crop Raid reported in Horowpothana
2022-02-22 07:00:00,6.3735,81.4321,elephant_death,2,0.0,Weerawila,Hambantota,Southern,Farmer_27,Elephant Death reported in Weerawila
2022-02-23 23:00:00,7.2972,81.6291,crop_raid,6,1.82,Mahaoya,Ampara,Eastern,Farmer_94,Crop Raid reported in Mahaoya
2022-02-24 19:00:00,7.3635,81.3724,crop_raid,5,1.94,Mahaoya,Ampara,Eastern,Farmer_50,Crop Raid reported in Mahaoya
2022-02-24 05:00:00,8.1628,80.4526,crop_raid,3,4.4,Horowpothana,Anuradhapura,North Central,Farmer_17,Crop Raid reported in Horowpothana
2022-02-26 00:00:00,6.2425,81.2928,crop_raid,2,3.97,Weerawila,Hambantota,Southern,Farmer_48,Crop Raid reported in Weerawila
2022-02-26 08:00:00,7.0494,81.7799,property_damage,3,0.0,Damana,Ampara,Eastern,Farmer_64,Property Damage reported in Damana
2022-02-26 04:00:00,6.8335,81.174,property_damage,3,0.0,Wellawaya,Monaragala,Uva,Farmer_55,Property Damage reported in Wellawaya
2022-02-26 02:00:00,7.133,81.4511,crop_raid,5,3.06,Mahaoya,Ampara,Eastern,Farmer_67,Crop Raid reported in Mahaoya
2022-02-26 10:00:00,7.9999,80.9036,property_damage,2,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_22,Property Damage reported in Hingurakgoda
2022-02-26 18:00:00,6.2581,81.0319,crop_raid,4,0.58,Tissamaharama,Hambantota,Southern,Farmer_23,Crop Raid reported in Tissamaharama
2022-02-27 15:00:00,8.1065,80.9638,human_injury,2,0.0,Dimbulagala,Polonnaruwa,North Central,Farmer_82,Human Injury reported in Dimbulagala
2022-02-27 22:00:00,6.1982,81.3176,crop_raid,3,4.75,Thanamalwila,Hambantota,Southern,Farmer_25,Crop Raid reported in Thanamalwila
2022-02-27 12:00:00,8.1761,80.7094,property_damage,3,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_25,Property Damage reported in Kebithigollewa
2022-02-28 18:00:00,7.4434,81.5372,crop_raid,5,2.93,Padiyatalawa,Ampara,Eastern,Farmer_20,Crop Raid reported in Padiyatalawa
2022-02-28 22:00:00,8.3073,80.3652,crop_raid,4,3.91,Mihintale,Anuradhapura,North Central,Farmer_8,Crop Raid reported in Mihintale
2022-03-01 12:00:00,7.9266,81.0403,crop_raid,4,1.3,Medirigiriya,Polonnaruwa,North Central,Farmer_37,Crop Raid reported in Medirigiriya
2022-03-01 05:00:00,8.1347,80.3538,crop_raid,5,3.56,Nochchiyagama,Anuradhapura,North Central,Farmer_62,Crop Raid reported in Nochchiyagama
2022-03-02 16:00:00,6.3723,81.0521,crop_raid,6,1.78,Deberawewa,Hambantota,Southern,Farmer_19,Crop Raid reported in Deberawewa
2022-03-02 15:00:00,7.9428,80.8818,human_injury,3,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_22,Human Injury reported in Medirigiriya
2022-03-03 03:00:00,8.0736,80.8549,property_damage,2,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_38,Property Damage reported in Hingurakgoda
2022-03-03 19:00:00,8.5131,80.6719,property_damage,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_90,Property Damage reported in Kebithigollewa
2022-03-04 08:00:00,7.4441,81.4499,property_damage,1,0.0,Damana,Ampara,Eastern,Farmer_51,Property Damage reported in Damana
2022-03-04 02:00:00,6.1745,81.3803,property_damage,2,0.0,Deberawewa,Hambantota,Southern,Farmer_31,Property Damage reported in Deberawewa
2022-03-05 18:00:00,6.5972,81.2435,human_injury,1,0.0,Wellawaya,Monaragala,Uva,Farmer_83,Human Injury reported in Wellawaya
2022-03-05 04:00:00,6.0056,81.2055,crop_raid,4,2.68,Deberawewa,Hambantota,Southern,Farmer_8,Crop Raid reported in Deberawewa
2022-03-05 17:00:00,7.4074,81.6124,crop_raid,5,2.56,Padiyatalawa,Ampara,Eastern,Farmer_6,Crop Raid reported in Padiyatalawa
2022-03-07 07:00:00,6.7689,81.0328,property_damage,2,0.0,Medagana,Monaragala,Uva,Farmer_31,Property Damage reported in Medagana
2022-03-07 18:00:00,8.5931,80.5543,human_injury,1,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_80,Human Injury reported in Kebithigollewa
2022-03-08 03:00:00,7.8601,80.8962,human_injury,1,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_9,Human Injury reported in Medirigiriya
2022-03-08 06:00:00,6.815,81.2973,crop_raid,5,0.64,Katharagama,Monaragala,Uva,Farmer_14,Crop Raid reported in Katharagama
2022-03-09 23:00:00,7.3829,81.6969,crop_raid,7,1.7,Padiyatalawa,Ampara,Eastern,Farmer_36,Crop Raid reported in Padiyatalawa
2022-03-10 16:00:00,8.3001,80.7697,crop_raid,2,2.46,Nochchiyagama,Anuradhapura,North Central,Farmer_34,Crop Raid reported in Nochchiyagama
2022-03-10 20:00:00,7.0515,81.3546,crop_raid,7,1.53,Uhana,Ampara,Eastern,Farmer_43,Crop Raid reported in Uhana
2022-03-12 00:00:00,6.2888,81.3959,property_damage,3,0.0,Deberawewa,Hambantota,Southern,Farmer_32,Property Damage reported in Deberawewa
2022-03-12 08:00:00,6.506,81.2102,crop_raid,7,1.11,Buttala,Monaragala,Uva,Farmer_14,Crop Raid reported in Buttala
2022-03-12 13:00:00,6.6804,81.108,property_damage,3,0.0,Buttala,Monaragala,Uva,Farmer_62,Property Damage reported in Buttala
2022-03-14 13:00:00,6.6561,81.2562,human_injury,1,0.0,Katharagama,Monaragala,Uva,Farmer_97,Human Injury reported in Katharagama
2022-03-14 08:00:00,6.8599,81.211,property_damage,3,0.0,Buttala,Monaragala,Uva,Farmer_99,Property Damage reported in Buttala
2022-03-15 08:00:00,6.6798,81.2633,property_damage,1,0.0,Wellawaya,Monaragala,Uva,Farmer_9,Property Damage reported in Wellawaya
2022-03-16 01:00:00,7.9705,80.8704,human_injury,1,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_11,Human Injury reported in Medirigiriya
2022-03-17 06:00:00,7.3383,81.5769,property_damage,1,0.0,Mahaoya,Ampara,Eastern,Farmer_77,Property Damage reported in Mahaoya
2022-03-18 01:00:00,6.3528,81.4268,crop_raid,5,2.36,Thanamalwila,Hambantota,Southern,Farmer_58,Crop Raid reported in Thanamalwila
2022-03-21 20:00:00,6.8526,81.1379,crop_raid,4,0.24,Buttala,Monaragala,Uva,Farmer_30,Crop Raid reported in Buttala
2022-03-21 15:00:00,6.9771,81.217,crop_raid,2,4.47,Buttala,Monaragala,Uva,Farmer_28,Crop Raid reported in Buttala
2022-03-22 00:00:00,6.5471,81.1323,crop_raid,7,2.05,Buttala,Monaragala,Uva,Farmer_98,Crop Raid reported in Buttala
2022-03-23 12:00:00,6.5743,81.0264,crop_raid,6,1.13,Katharagama,Monaragala,Uva,Farmer_74,Crop Raid reported in Katharagama
2022-03-24 13:00:00,8.0164,81.1306,human_injury,2,0.0,Hingurakgoda,Polonnaruwa,North Central,Farmer_65,Human Injury reported in Hingurakgoda
2022-03-26 06:00:00,7.8025,80.9425,crop_raid,3,4.13,Hingurakgoda,Polonnaruwa,North Central,Farmer_96,Crop Raid reported in Hingurakgoda
2022-03-27 02:00:00,6.9585,81.2984,crop_raid,7,4.48,Wellawaya,Monaragala,Uva,Farmer_76,Crop Raid reported in Wellawaya
2022-03-27 23:00:00,6.21,81.4549,human_injury,2,0.0,Tissamaharama,Hambantota,Southern,Farmer_47,Human Injury reported in Tissamaharama
2022-03-27 05:00:00,8.1092,80.6577,crop_raid,3,2.39,Nochchiyagama,Anuradhapura,North Central,Farmer_88,Crop Raid reported in Nochchiyagama
2022-03-27 03:00:00,7.4011,81.3868,property_damage,1,0.0,Uhana,Ampara,Eastern,Farmer_64,Property Damage reported in Uhana
2022-03-29 23:00:00,6.5221,81.2889,crop_raid,6,4.08,Buttala,Monaragala,Uva,Farmer_73,Crop Raid reported in Buttala
2022-03-29 12:00:00,6.5154,81.139,human_injury,1,0.0,Katharagama,Monaragala,Uva,Farmer_40,Human Injury reported in Katharagama
2022-03-29 05:00:00,6.1662,81.4257,crop_raid,2,2.13,Tissamaharama,Hambantota,Southern,Farmer_77,Crop Raid reported in Tissamaharama
2022-03-29 06:00:00,8.4018,80.6684,crop_raid,2,2.97,Mihintale,Anuradhapura,North Central,Farmer_85,Crop Raid reported in Mihintale
2022-03-29 14:00:00,6.1299,81.3414,crop_raid,7,3.4,Deberawewa,Hambantota,Southern,Farmer_7,Crop Raid reported in Deberawewa
2022-03-30 12:00:00,8.1626,80.6321,crop_raid,5,3.16,Kebithigollewa,Anuradhapura,North Central,Farmer_94,Crop Raid reported in Kebithigollewa
2022-03-30 05:00:00,6.2692,81.2011,crop_raid,7,3.09,Deberawewa,Hambantota,Southern,Farmer_31,Crop Raid reported in Deberawewa
2022-03-31 08:00:00,8.0373,80.8701,crop_raid,7,2.47,Hingurakgoda,Polonnaruwa,North Central,Farmer_21,Crop Raid reported in Hingurakgoda
2022-03-31 00:00:00,7.3079,81.7028,property_damage,2,0.0,Mahaoya,Ampara,Eastern,Farmer_31,Property Damage reported in Mahaoya
2022-03-31 23:00:00,6.9395,81.1908,crop_raid,7,4.03,Buttala,Monaragala,Uva,Farmer_64,Crop Raid reported in Buttala
2022-04-01 06:00:00,6.9349,81.0081,property_damage,3,0.0,Katharagama,Monaragala,Uva,Farmer_87,Property Damage reported in Katharagama
2022-04-02 21:00:00,7.0332,81.327,property_damage,3,0.0,Damana,Ampara,Eastern,Farmer_2,Property Damage reported in Damana
2022-04-02 21:00:00,8.3239,80.3362,human_injury,1,0.0,Horowpothana,Anuradhapura,North Central,Farmer_61,Human Injury reported in Horowpothana
2022-04-03 15:00:00,8.4784,80.4471,crop_raid,5,1.3,Nochchiyagama,Anuradhapura,North Central,Farmer_47,Crop Raid reported in Nochchiyagama
2022-04-03 19:00:00,6.7621,81.0529,human_injury,1,0.0,Buttala,Monaragala,Uva,Farmer_93,Human Injury reported in Buttala
2022-04-03 07:00:00,7.8722,80.8058,crop_raid,3,3.66,Welikanda,Polonnaruwa,North Central,Farmer_74,Crop Raid reported in Welikanda
2022-04-04 15:00:00,6.667,81.2201,property_damage,1,0.0,Katharagama,Monaragala,Uva,Farmer_65,Property Damage reported in Katharagama
2022-04-05 05:00:00,8.4534,80.3468,crop_raid,7,4.12,Horowpothana,Anuradhapura,North Central,Farmer_95,Crop Raid reported in Horowpothana
2022-04-05 11:00:00,8.1935,81.0287,crop_raid,4,4.58,Hingurakgoda,Polonnaruwa,North Central,Farmer_88,Crop Raid reported in Hingurakgoda
2022-04-05 13:00:00,8.1855,80.6217,crop_raid,4,1.91,Kebithigollewa,Anuradhapura,North Central,Farmer_13,Crop Raid reported in Kebithigollewa
2022-04-06 08:00:00,7.4675,81.5975,crop_raid,7,3.76,Mahaoya,Ampara,Eastern,Farmer_2,Crop Raid reported in Mahaoya
2022-04-06 04:00:00,8.0092,80.8587,property_damage,3,0.0,Medirigiriya,Polonnaruwa,North Central,Farmer_90,Property Damage reported in Medirigiriya
2022-04-07 03:00:00,8.0697,81.1244,crop_raid,3,3.13,Hingurakgoda,Polonnaruwa,North Central,Farmer_77,Crop Raid reported in Hingurakgoda
2022-04-07 02:00:00,7.326,81.6783,crop_raid,3,3.63,Padiyatalawa,Ampara,Eastern,Farmer_32,Crop Raid reported in Padiyatalawa
2022-04-07 17:00:00,7.9966,80.8525,crop_raid,3,4.66,Hingurakgoda,Polonnaruwa,North Central,Farmer_86,Crop Raid reported in Hingurakgoda
2022-04-08 16:00:00,6.3341,81.3504,property_damage,1,0.0,Tissamaharama,Hambantota,Southern,Farmer_43,Property Damage reported in Tissamaharama
2022-04-09 23:00:00,6.6089,81.0321,crop_raid,1,2.8,Wellawaya,Monaragala,Uva,Farmer_14,Crop Raid reported in Wellawaya
2022-04-09 04:00:00,6.1905,81.0351,crop_raid,2,4.12,Tissamaharama,Hambantota,Southern,Farmer_50,Crop Raid reported in Tissamaharama
2022-04-09 08:00:00,8.5864,80.3678,elephant_death,3,0.0,Mihintale,Anuradhapura,North Central,Farmer_64,Elephant Death reported in Mihintale
2022-04-09 14:00:00,7.3191,81.7914,crop_raid,7,3.82,Padiyatalawa,Ampara,Eastern,Farmer_11,Crop Raid reported in Padiyatalawa
2022-04-10 16:00:00,8.3873,80.6027,property_damage,3,0.0,Mihintale,Anuradhapura,North Central,Farmer_2,Property Damage reported in Mihintale
2022-04-11 12:00:00,8.4867,80.7325,crop_raid,2,4.3,Kebithigollewa,Anuradhapura,North Central,Farmer_60,Crop Raid reported in Kebithigollewa
2022-04-11 15:00:00,6.9879,81.1097,crop_raid,3,0.75,Medagana,Monaragala,Uva,Farmer_33,Crop Raid reported in Medagana
2022-04-12 17:00:00,7.3862,81.5406,human_injury,2,0.0,Uhana,Ampara,Eastern,Farmer_82,Human Injury reported in Uhana
2022-04-12 08:00:00,8.0606,80.8722,property_damage,2,0.0,Welikanda,Polonnaruwa,North Central,Farmer_87,Property Damage reported in Welikanda
2022-04-12 00:00:00,7.9539,81.0586,crop_raid,5,2.59,Welikanda,Polonnaruwa,North Central,Farmer_82,Crop Raid reported in Welikanda
2022-04-12 22:00:00,7.0266,81.4962,human_injury,3,0.0,Damana,Ampara,Eastern,Farmer_72,Human Injury reported in Damana
2022-04-13 12:00:00,8.4129,80.6192,property_damage,2,0.0,Kebithigollewa,Anuradhapura,North Central,Farmer_36,Property Damage reported in Kebithigollewa
2022-04-13 23:00:00,7.3434,81.6432,crop_raid,6,0.48,Mahaoya,Ampara,Eastern,Farmer_10,Crop Raid reported in Mahaoya
2022-04-14 09:00:00,8.3212,80.5195,human_injury,2,0.0,Nochchiyagama,Anuradhapura,North Central,Farmer_42,Human Injury reported in Nochchiyagama
2022-04-14 03:00:00,6.8498,81.1426,crop_raid,3,2.45,Wellawaya,Monaragala,Uva,Farmer_29,Crop Raid reported in Wellawaya
2022-04-16 14:00:00,7.1839,81.7198,crop_raid,3,3.74,Padiyatalawa,Ampara,Eastern,Farmer_12,Crop Raid reported in Padiyatalawa
2022-04-17 00:00:00,6.3825,81.1767,crop_raid,2,4.26,Weerawila,Hambantota,Southern,Farmer_23,Crop Raid reported in Weerawila
2022-04-17 23:00:00,8.4539,80.4917,crop_raid,7,3.29,Nochchiyagama,Anuradhapura,North Central,Farmer_55,Crop Raid reported in Nochchiyagama
2022-04-17 02:00:00,7.2879,81.3504,property_damage,1,0.0,Uhana,Ampara,Eastern,Farmer_9,Property Damage reported in Uhana
2022-04-17 15:00:00,7.0171,81.4938,crop_raid,2,4.18,Padiyatalawa,Ampara,Eastern,Farmer_35,Crop Raid reported in Padiyatalawa
2022-04-19 11:00:00,6.1132,81.3216,crop_raid,5,2.26,Weerawila,Hambantota,Southern,Farmer_73,Crop Raid reported in Weerawila
2022-04-19 17:00:00,7.853,81.0809,crop_raid,6,0.43,Welikanda,Polonnaruwa,North Central,Farmer_42,Crop Raid reported in Welikanda
2022-04-19 23:00:00,8.1752,80.4233,crop_raid,3,1.43,Kebithigollewa,Anuradhapura,North Central,Farmer_83,Crop Raid reported in Kebithigollewa
2022-04-19 16:00:00,8.0206,80.8271,crop_raid,2,0.55,Medirigiriya,Polonnaruwa,North Central,Farmer_12,Crop Raid reported in Medirigiriya
2022-04-19 23:00:00,7.2786,81.7009,property_damage,3,0.0,Uhana,Ampara,Eastern,Farmer_49,Property Damage reported in Uhana
2022-04-20 19:00:00,8.5664,80.4096,crop_raid,2,0.45,Kebithigollewa,Anuradhapura,North Central,Farmer_11,Crop Raid reported in Kebithigollewa
2022-04-21 10:00:00,8.519,80.342,human_injury,1,0.0,Horowpothana,Anuradhapura,North Central,Farmer_47,Human Injury reported in Horowpothana
2022-04-21 01:00:00,7.0666,81.6409,human_injury,3,0.0,Padiyatalawa,Ampara,Eastern,Farmer_79,Human Injury reported in Padiyatalawa
2022-04-23 22:00:00,7.4976,81.4153,human_injury,3,0.0,Damana,Ampara,Eastern,Farmer_19,Human Injury reported in Damana
2022-04-24 00:00:00,8.2645,80.3985,crop_raid,6,2.41,Mihintale,Anuradhapura,North Central,Farmer_43,Crop Raid reported in Mihintale
2022-04-24 11:00:00,6.9882,81.119,crop_raid,5,0.26,Buttala,Monaragala,Uva,Farmer_70,Crop Raid reported in Buttala
2022-04-25 22:00:00,8.1553,81.1688,crop_raid,7,2.51,Welikanda,Polonnaruwa,North Central,Farmer_14,Crop Raid reported in Welikanda
2022-04-25 01:00:00,8.5018,80.7459,property_damage,1,0.0,Nochchiyagama,Anuradhapura,North Central,Farmer_32,Property Damage reported in Nochchiyagama
2022-04-25 18:00:00,7.3444,81.5062,crop_raid,4,3.11,Uhana,Ampara,Eastern,Farmer_42,Crop Raid reported in Uhana
2022-04-28 02:00:00,8.5605,80.5055,property_damage,3,0.0,Mihintale,Anuradhapura,North Central,Farmer_55,Property Damage reported in Mihintale
2022-04-28 05:00:00,8.1077,80.611,human_injury,3,0.0,Horowpothana,Anuradhapura,North Central,Farmer_42,Human Injury reported in Horowpothana
2022-04-30 05:00:00,8.1333,80.5797,elephant_death,2,0.0,Horowpothana,Anuradhapura,North Central,Farmer_17,Elephant Death reported in Horowpothana
2022-04-30 14:00:00,7.2889,81.5943,crop_raid,3,0.64,Mahaoya,Ampara,Eastern,Farmer_64,Crop Raid reported in Mahaoya
2022-04-30 11:00:00,8.1235,80.8452,crop_raid,6,4.29,Hingurakgoda,Polonnaruwa,North Central,Farmer_22,Crop Raid reported in Hingurakgoda
2022-05-01 19:00:00,7.9482,80.8644,crop_raid,5,4.85,Hingurakgoda,Polonnaruwa,North Central,Farmer_19,Crop Raid reported in Hingurakgoda
